cfg_name,model,exptype,diffinit,t,use_loss,attack_seed,other_seed,attack_index,accuracy_self,epsilon_self,accuracy_other,epsilon_other
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,52911,38541,12261,0.659,0.6588410572189906,0.6602,0.6641856101812611
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,43634,5682,5437,0.6624,0.6740078403492478,0.6638,0.6802746783113588
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,52911,31259,5437,0.6592,0.6597311836401014,0.661,0.6677537324712361
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,54208,46807,12261,0.6438,0.5918957480091467,0.6348,0.5528648399314406
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,77255,42393,12261,0.655,0.6410908186038923,0.6522,0.6287236614350361
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,54208,88940,5437,0.6544,0.6384367483586366,0.6514,0.6251987597562125
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,77255,6746,5437,0.652,0.6278420821521787,0.649,0.6146464932382243
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,89680,35423,12261,0.6466,0.6041273054057364,0.6502,0.6199184452853033
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,2213,67950,12261,0.6646,0.6838615065313852,0.6622,0.6731136207394463
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,89680,21522,5437,0.6534,0.634018121885464,0.6458,0.6006281329754418
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,2213,60994,5437,0.6512,0.624318122653506,0.6508,0.6225575513794357
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,25966,52022,12261,0.6576,0.652617199474383,0.6542,0.6375525418550935
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,94433,21303,12261,0.6626,0.6749023197539274,0.6672,0.6955481420974836
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,25966,74057,5437,0.6828,0.7666695011595924,0.6862,0.7824132901254172
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,94433,85918,5437,0.6516,0.6260796317495422,0.6506,0.6216776163392946
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,80368,66051,12261,0.6502,0.6199184452853033,0.6636,0.6793786302174963
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,49615,72085,12261,0.6478,0.6093828106751233,0.6354,0.555453859590853
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,80368,49781,5437,0.6458,0.6006281329754418,0.6346,0.5520022352051891
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,49615,83745,5437,0.6594,0.6606215624090427,0.6572,0.6508411994394884
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,19184,65622,12261,0.6638,0.6802746783113588,0.6702,0.7090897651777116
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,65622,17271,12261,0.6582,0.6552830658277491,0.6588,0.6579511826859614
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,19184,1526,5437,0.6758,0.7345365649786137,0.6746,0.7290647278426123
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,65622,49781,5437,0.6638,0.6802746783113588,0.6616,0.6704325159774132
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,17271,21522,12261,0.6484,0.612013624050499,0.6506,0.6216776163392946
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,63987,6746,12261,0.6744,0.7281537725592606,0.6812,0.7592920018724734
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,17271,68781,5437,0.673,0.7217851587474746,0.675,0.7308875085427926
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,63987,95436,5437,0.6678,0.6982515303303595,0.6664,0.6919474203680412
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,63987,64007,12261,0.6744,0.7281537725592606,0.676,0.7354495602506349
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,52484,83746,12261,0.6596,0.6615121939862246,0.6574,0.6517290753400995
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,63987,79923,5437,0.6678,0.6982515303303595,0.6752,0.7317993349942247
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,52484,26346,5437,0.6532,0.6331351161899232,0.6564,0.6472921691058355
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,63200,49036,12261,0.669,0.7036656847511656,0.6698,0.7072806288740764
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,10051,80051,12261,0.6576,0.652617199474383,0.6576,0.652617199474383
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,63200,42393,5437,0.6578,0.6535055722968637,0.6582,0.6552830658277491
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,10051,6066,5437,0.6676,0.6973501288063867,0.6626,0.6749023197539274
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,24707,32305,12261,0.6834,0.7694411922342798,0.6892,0.7963818861602824
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,71886,6603,12261,0.6704,0.7099947511325565,0.6782,0.7455119951332555
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,24707,88987,5437,0.6718,0.7163374985222017,0.669,0.7036656847511656
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,71886,89680,5437,0.6222,0.4988966293961274,0.6138,0.4633137721912217
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,6603,98334,12261,0.6568,0.6490661905244114,0.6522,0.6287236614350361
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,1526,52684,12261,0.6686,0.7018598689935356,0.67,0.708185057924486
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,6603,79993,5437,0.6646,0.6838615065313852,0.6636,0.6793786302174963
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,1526,5521,5437,0.662,0.6722196604539895,0.6612,0.6686464031689698
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,76767,61751,12261,0.6744,0.7281537725592606,0.6774,0.7418487746925629
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,6066,28127,12261,0.6528,0.6313698208637023,0.65,0.6190392084062236
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,76767,93526,5437,0.6574,0.6517290753400995,0.6572,0.6508411994394884
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,6066,57160,5437,0.6656,0.6883510082964521,0.6652,0.6865544087034524
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,68004,34726,12261,0.6676,0.6973501288063867,0.6696,0.7063764775284423
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,33614,52484,12261,0.661,0.6677537324712361,0.6622,0.6731136207394463
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,68004,52684,5437,0.6648,0.6847588749333102,0.6712,0.7136174919709716
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,33614,2637,5437,0.6694,0.7054726033903025,0.673,0.7217851587474746
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,8688,3207,12261,0.6606,0.6659691601565632,0.6622,0.6731136207394463
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,63665,40448,12261,0.6604,0.6650772576087806,0.6628,0.6757970594247072
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,8688,72911,5437,0.65,0.6190392084062236,0.6496,0.6172814297852316
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,63665,21522,5437,0.662,0.6722196604539895,0.6626,0.6749023197539274
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,17505,3207,12261,0.655,0.6410908186038923,0.6546,0.6393211963545017
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,82666,38541,12261,0.659,0.6588410572189906,0.659,0.6588410572189906
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,17505,28896,5437,0.6468,0.6050026589731471,0.6506,0.6216776163392946
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,82666,70518,5437,0.6598,0.6624030788327199,0.657,0.6499535713186707
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,68536,8390,12261,0.6526,0.6304875303522155,0.6526,0.6304875303522155
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,62812,68781,12261,0.6554,0.6428614121708849,0.6536,0.6349013668575129
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,68536,34726,5437,0.654,0.6366685763994745,0.6576,0.652617199474383
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,62812,43545,5437,0.6476,0.6085063277414554,0.6392,0.5718936062635962
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,57545,20199,12261,0.6568,0.6490661905244114,0.6528,0.6313698208637023
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,63200,43634,12261,0.669,0.7036656847511656,0.6692,0.7045690059631329
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,57545,56886,5437,0.6752,0.7317993349942247,0.6752,0.7317993349942247
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,63200,98334,5437,0.6578,0.6535055722968637,0.6582,0.6552830658277491
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,77060,42063,12261,0.6616,0.6704325159774132,0.6666,0.6928471955569455
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,74057,9731,12261,0.6722,0.718152248981276,0.6736,0.724512839838165
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,77060,46807,5437,0.6582,0.6552830658277491,0.6572,0.6508411994394884
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,74057,1842,5437,0.6764,0.7372764318400887,0.6756,0.733623862692387
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,88987,91611,12261,0.6682,0.7000551521663122,0.6676,0.6973501288063867
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,75534,66051,12261,0.6512,0.624318122653506,0.658,0.6543941942627122
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,88987,6746,5437,0.67,0.708185057924486,0.6702,0.7090897651777116
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,75534,38541,5437,0.6636,0.6793786302174963,0.6658,0.689249708979631
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,710,49122,12261,0.6544,0.6384367483586366,0.653,0.632252349329572
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,22406,46642,12261,0.6748,0.7299759729981575,0.6742,0.7272431066320156
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,710,45232,5437,0.6796,0.7519341746035726,0.6788,0.7482625512874644
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,22406,32305,5437,0.6588,0.6579511826859614,0.656,0.6455191315706909
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,94951,40024,12261,0.6798,0.7528528366994012,0.6808,0.7574507116835105
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,28127,8390,12261,0.664,0.6811709895132297,0.6652,0.6865544087034524
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,94951,79770,5437,0.6714,0.7145238789427668,0.6774,0.7418487746925629
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,28127,4980,5437,0.6556,0.6437470743160987,0.6556,0.6437470743160987
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,30158,24846,12261,0.6646,0.6838615065313852,0.67,0.708185057924486
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,69,28127,12261,0.6488,0.6137686410402418,0.6438,0.5918957480091467
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,30158,98088,5437,0.6528,0.6313698208637023,0.651,0.6234377200061422
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,69,61803,5437,0.663,0.6766920598335009,0.6666,0.6928471955569455
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,61751,56886,12261,0.6834,0.7694411922342798,0.6822,0.7639006158819299
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,28896,7427,12261,0.6354,0.555453859590853,0.6284,0.5253588994417824
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,61751,63665,5437,0.668,0.6991532046201573,0.6706,0.710900016288588
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,28896,91877,5437,0.636,0.5580446957033814,0.6206,0.4920956945133661
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,61220,38276,12261,0.6702,0.7090897651777116,0.6688,0.7027626392593871
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,6582,19184,12261,0.6498,0.6181602033832486,0.6504,0.6207979144522204
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,61220,45232,5437,0.6648,0.6847588749333102,0.6648,0.6847588749333102
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,6582,23091,5437,0.6504,0.6207979144522204,0.6506,0.6216776163392946
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,56143,66413,12261,0.6782,0.7455119951332555,0.679,0.7491800044286804
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,54224,59063,12261,0.6652,0.6865544087034524,0.6692,0.7045690059631329
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,56143,70577,5437,0.6782,0.7455119951332555,0.68,0.7537718023763803
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,54224,80368,5437,0.6464,0.6032521764433971,0.647,0.6058782375676038
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,83745,11815,12261,0.6568,0.6490661905244114,0.6574,0.6517290753400995
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,48704,5689,12261,0.6696,0.7063764775284423,0.6632,0.6775873214529137
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,83745,19481,5437,0.6496,0.6172814297852316,0.6272,0.5202233862247618
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,48704,28317,5437,0.6542,0.6375525418550935,0.6538,0.6357848515480016
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,91469,30546,12261,0.6526,0.6304875303522155,0.6472,0.6067540416116456
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,67594,48991,12261,0.6608,0.6668613182890205,0.6608,0.6668613182890205
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,91469,94589,5437,0.6658,0.689249708979631,0.6704,0.7099947511325565
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,67594,40740,5437,0.6676,0.6973501288063867,0.6728,0.7208765039301461
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,47621,76767,12261,0.6672,0.6955481420974836,0.6654,0.6874525750316527
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,32041,64007,12261,0.6466,0.6041273054057364,0.6462,0.6023772716647129
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,47621,48704,5437,0.6622,0.6731136207394463,0.6614,0.6695393308486575
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,32041,72657,5437,0.6568,0.6490661905244114,0.657,0.6499535713186707
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,2637,88987,12261,0.6706,0.710900016288588,0.6748,0.7299759729981575
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,85270,81596,12261,0.6632,0.6775873214529137,0.6642,0.6820675642992058
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,2637,61803,5437,0.6412,0.5805762905507569,0.643,0.5884089424579804
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,85270,9819,5437,0.6624,0.6740078403492478,0.6612,0.6686464031689698
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,6324,43068,12261,0.6528,0.6313698208637023,0.6446,0.5953860536607863
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,60752,3228,12261,0.6738,0.7254226407855389,0.6794,0.751015815551031
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,6324,55884,5437,0.656,0.6455191315706909,0.656,0.6455191315706909
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,60752,16102,5437,0.6464,0.6032521764433971,0.6478,0.6093828106751233
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,35296,71798,12261,0.6462,0.6023772716647129,0.6334,0.5468307986989346
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,11495,96070,12261,0.6488,0.6137686410402418,0.6484,0.612013624050499
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,35296,3207,5437,0.6588,0.6579511826859614,0.6634,0.6784828447562464
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,11495,57545,5437,0.6532,0.6331351161899232,0.6448,0.5962591800744037
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,88940,52911,12261,0.6552,0.6419759937493217,0.6554,0.6428614121708849
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,21303,32041,12261,0.648,0.6102595207541777,0.6456,0.599753898224813
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,88940,28896,5437,0.6622,0.6731136207394463,0.671,0.71271138620631
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,21303,79923,5437,0.6682,0.7000551521663122,0.6696,0.7063764775284423
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,6467,82125,12261,0.652,0.6278420821521787,0.6518,0.6269607390693728
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,33916,95438,12261,0.6598,0.6624030788327199,0.6662,0.6910479145318447
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,6467,48185,5437,0.6582,0.6552830658277491,0.6582,0.6552830658277491
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,33916,48185,5437,0.6716,0.7154305476251125,0.6692,0.7045690059631329
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,96065,44777,12261,0.6712,0.7136174919709716,0.6714,0.7145238789427668
cifar10_cnn,cnn_cifar,vsvi,True,8000,True,43634,75534,12261,0.6694,0.7054726033903025,0.6694,0.7054726033903025
cifar10_cnn,cnn_cifar,fsvi,True,8000,True,96065,93296,5437,0.66,0.6632942174102643,0.6608,0.6668613182890205
