cfg_name,model,exptype,diffinit,t,setting,th_seed,th_ri,attack_acc_with_same_ri,epsilon_with_same_ri,attack_seed,attack_ri,attack_acc_with_diff_ri,epsilon_with_diff_ri
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,26346,12261,0.5331,0.1325939218518241,45569,5437,0.53575,0.14324443412087098
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,92583,12261,0.53475,0.13922445244015474,92583,5437,0.5415,0.16638277474452567
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,94433,5437,0.5376,0.1506844718507719,96385,12261,0.5353,0.14143530130840293
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,99750,5437,0.5317,0.12697030432079653,99750,12261,0.5288,0.11532765620009981
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,98334,12261,0.53295,0.13199129281628824,98334,5437,0.53885,0.15571386936111306
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,17271,12261,0.53955,0.15853118664236643,62812,5437,0.53515,0.1408323085285177
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,59329,12261,0.53845,0.15410425133872926,45637,5437,0.52735,0.10950930785122995
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,69878,5437,0.52825,0.11312047224750651,69878,12261,0.5372,0.14907546932956098
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,56143,5437,0.5384,0.1539030631366282,56143,12261,0.53255,0.13038439875184998
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,9301,5437,0.5338,0.13540651036876722,9301,12261,0.53845,0.15410425133872926
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,91469,5437,0.53295,0.13199129281628824,23523,12261,0.53095,0.12395848227789469
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,34975,5437,0.5339,0.13580835212744535,34975,12261,0.5257,0.1028906749418661
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,22756,12261,0.53545,0.14203831975956246,96065,5437,0.5343,0.13741582897539406
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,55974,12261,0.5245,0.0980785458509067,55974,5437,0.53425,0.13721488471755916
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,17505,12261,0.53075,0.12315542511674749,17505,5437,0.52765,0.11071294890195568
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,22406,12261,0.5349,0.13982737730715333,97213,5437,0.53275,0.1311878246430541
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,91877,12261,0.5244,0.09767758707291802,39283,5437,0.52405,0.0962742929188722
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,57545,12261,0.53335,0.13359835705973616,57545,5437,0.53375,0.13520559358480871
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,56886,5437,0.53985,0.15973879990828363,56886,12261,0.53655,0.14646125005129462
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,35423,12261,0.53055,0.12235240761504278,35423,5437,0.52955,0.11833790583690346
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,79923,5437,0.53765,0.15088561081288746,46807,12261,0.5388,0.15551265614130466
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,54224,12261,0.5253,0.10128650240264353,22141,5437,0.51835,0.0734329805654884
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,70518,5437,0.52655,0.10629998339709686,70518,12261,0.52995,0.11994359044870426
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,33857,12261,0.51975,0.07904112508945646,33857,5437,0.52005,0.08024302898959626
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,67759,12261,0.52665,0.10670111870765046,67759,5437,0.5243,0.09727663614025117
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,67759,5437,0.54035,0.16175174743941087,21322,12261,0.53585,0.14364649531306467
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,44777,12261,0.5417,0.1671883511487747,57676,5437,0.54255,0.1706126579406722
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,98334,5437,0.5272,0.10890751709640907,98334,12261,0.5278,0.11131479941781137
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,83745,12261,0.53505,0.14043032754880402,83745,5437,0.5365,0.1462601770648433
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,22141,5437,0.51875,0.0750351859429143,22141,12261,0.5269,0.10770399457813785
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,39978,12261,0.52865,0.11472566933637605,70518,5437,0.5259,0.10369281068722609
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,92274,5437,0.5307,0.12295466703347717,10051,12261,0.52695,0.10790457622949266
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,55289,12261,0.53525,0.14123430086823877,55289,5437,0.5373,0.14947770182182182
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,41136,5437,0.52845,0.11392305246546239,41136,12261,0.53715,0.14887435759933124
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,76890,5437,0.53405,0.13641113530404003,76890,12261,0.53935,0.15772617526649702
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,40740,12261,0.5337,0.1350046795256238,11025,5437,0.53255,0.13038439875184998
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,94951,5437,0.53595,0.1440485680961269,24384,12261,0.5345,0.13821963374797802
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,19287,12261,0.54095,0.16416771654387352,19287,5437,0.5394,0.1579274233190447
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,91611,12261,0.5424,0.17000829656059757,91611,5437,0.53975,0.1593362492817293
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,34726,5437,0.52775,0.11111418034681123,34726,12261,0.5336,0.1346028595651312
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,50072,5437,0.52605,0.10429443435524621,49122,12261,0.52875,0.11512699159826739
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,62812,12261,0.53405,0.13641113530404003,91611,5437,0.5374,0.14987994638405194
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,53741,12261,0.5358,0.14344546327017188,53741,5437,0.5314,0.12576550725201782
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,35161,12261,0.531,0.12415925279565966,35161,5437,0.53185,0.12757273731277596
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,88987,5437,0.53305,0.1323930428407573,88987,12261,0.5362,0.14505380098042764
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,76936,5437,0.53915,0.1569212148884082,96385,12261,0.54565,0.18310991841774266
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,50627,5437,0.5375,0.1502822030493379,92274,12261,0.54365,0.175045598480872
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,91611,12261,0.53405,0.13641113530404003,91611,5437,0.53695,0.1480699406879476
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,87124,12261,0.5368,0.14746665939868678,87124,5437,0.53045,0.12195091365465785
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,45232,12261,0.53325,0.13319657492962805,45232,5437,0.5374,0.14987994638405194
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,82125,12261,0.5391,0.15671998273116056,72911,5437,0.54305,0.17262742100783451
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,67950,12261,0.5264,0.10569829644131144,43545,5437,0.5228,0.09126329152630594
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,94951,12261,0.53215,0.1287776727651314,94951,5437,0.53615,0.1448527485668743
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,1297,12261,0.5349,0.13982737730715333,1297,5437,0.53505,0.14043032754880402
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,11495,12261,0.5374,0.14987994638405194,11495,5437,0.53695,0.1480699406879476
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,91611,5437,0.53675,0.14726557159342105,1426,12261,0.5308,0.12335618567873234
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,76450,5437,0.5428,0.17161999604005834,79882,12261,0.53955,0.15853118664236643
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,98088,12261,0.519,0.07603661306012756,98088,5437,0.5264,0.10569829644131144
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,9940,12261,0.5342,0.13701394322561986,9940,5437,0.5398,0.15953752298263865
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,60242,12261,0.5274,0.1097099091663787,60242,5437,0.52,0.08004270767353656
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,98334,5437,0.52945,0.11793650857166642,42393,12261,0.5417,0.1671883511487747
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,38705,5437,0.525,0.10008345855698263,5524,12261,0.5256,0.10248961948688495
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,23523,12261,0.5321,0.12857684373015316,23523,5437,0.5322,0.12897850439351025
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,71798,12261,0.5283,0.11332111388005418,71798,5437,0.5329,0.1317904217946744
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,78662,12261,0.533,0.13219216649694737,78662,5437,0.54005,0.16054393994131705
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,45232,5437,0.5273,0.10930870873723347,76890,12261,0.5319,0.1277735534422471
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,43068,12261,0.5237,0.09487109347862757,11506,5437,0.538,0.15229366908004574
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,10860,5437,0.539,0.15631752791234874,10860,12261,0.5332,0.1329956878921527
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,40740,5437,0.5414,0.16598000675639674,40740,12261,0.5404,0.16195306011144323
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,56143,5437,0.5326,0.13058525127507403,56143,12261,0.53145,0.1259663004097579
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,36094,5437,0.5313,0.125363928528237,76936,12261,0.5318,0.12737192375210918
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,59530,5437,0.53925,0.15732368871933314,72634,12261,0.5335,0.1342010504544094
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,54042,12261,0.53165,0.12676949844195545,54042,5437,0.5321,0.12857684373015316
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,59530,12261,0.5332,0.1329956878921527,59530,5437,0.52585,0.10349227363630124
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,29249,5437,0.53645,0.14605910702976369,29249,12261,0.53325,0.13319657492962805
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,63987,12261,0.53675,0.14726557159342105,18408,5437,0.53405,0.13641113530404003
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,18408,12261,0.5435,0.1744410065262409,21872,5437,0.5468,0.18774957569594306
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,6746,5437,0.54045,0.16215437605809346,6746,12261,0.5361,0.1446516990757942
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,52022,5437,0.53025,0.12114795515121717,52022,12261,0.528,0.11211729812070621
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,25966,5437,0.5307,0.12295466703347717,25966,12261,0.5328,0.13138868771216228
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,98334,5437,0.53525,0.14123430086823877,52358,12261,0.5306,0.12255315828671606
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,12306,5437,0.53325,0.13319657492962805,33857,12261,0.5338,0.13540651036876722
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,79923,12261,0.5313,0.125363928528237,79923,5437,0.529,0.1161303378418818
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,72634,5437,0.5266,0.10650054998232536,72634,12261,0.52295,0.09186455000242245
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,76450,12261,0.53295,0.13199129281628824,76450,5437,0.5266,0.10650054998232536
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,57545,5437,0.5207,0.082847354003268,32041,12261,0.52485,0.09948196382448264
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,84435,12261,0.5395,0.1583299290028277,21522,5437,0.5407,0.16316100505621126
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,74057,12261,0.5292,0.11693305685467896,74057,5437,0.53015,0.1207464905427333
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,28648,5437,0.5348,0.13942542458327906,28648,12261,0.5369,0.14786884394181762
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,76936,5437,0.53465,0.13882251657094605,76936,12261,0.5338,0.13540651036876722
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,40024,5437,0.52915,0.11673237358366119,6066,12261,0.5266,0.10650054998232536
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,54447,12261,0.5376,0.1506844718507719,8688,5437,0.53615,0.1448527485668743
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,9301,12261,0.538,0.15229366908004574,9301,5437,0.53855,0.1545066370851933
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,94459,12261,0.53185,0.12757273731277596,94459,5437,0.5366,0.14666232599324786
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,24707,5437,0.53755,0.15048333593096797,24707,12261,0.54315,0.1730304154351303
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,39284,5437,0.5264,0.10569829644131144,27943,12261,0.5289,0.11572899236593902
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,11025,5437,0.5384,0.1539030631366282,9301,12261,0.5377,0.15108675282145242
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,43545,12261,0.5292,0.11693305685467896,43545,5437,0.52295,0.09186455000242245
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,75316,12261,0.5404,0.16195306011144323,75316,5437,0.5394,0.1579274233190447
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,59329,5437,0.525,0.10008345855698263,59329,12261,0.5228,0.09126329152630594
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,32305,12261,0.53685,0.14766775018010822,1842,5437,0.5342,0.13701394322561986
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,9071,12261,0.5371,0.14867324887418884,87124,5437,0.53005,0.12034503565279624
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,47934,12261,0.52535,0.10148701680697662,47934,5437,0.52735,0.10950930785122995
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,15275,12261,0.5288,0.11532765620009981,15275,5437,0.52225,0.08905881731629277
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,94459,12261,0.51775,0.07102984848985519,94459,5437,0.5221,0.08845763483239409
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,85918,12261,0.53345,0.1340001499574392,71163,5437,0.52325,0.09306711684558067
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,95574,5437,0.5298,0.11934144073200038,39283,12261,0.5269,0.10770399457813785
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,22579,5437,0.53355,0.13440195365560373,22579,12261,0.5257,0.1028906749418661
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,60994,12261,0.5421,0.16879966660324283,60994,5437,0.54265,0.17101558278965026
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,11506,12261,0.52935,0.11753512079615952,11506,5437,0.52145,0.08585269392530627
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,9694,12261,0.5336,0.1346028595651312,78662,5437,0.52585,0.10349227363630124
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,25708,5437,0.53,0.12014431184206341,54042,12261,0.52855,0.11432435630298562
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,96385,12261,0.54485,0.17988349247159705,96385,5437,0.5387,0.15511023912271302
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,97502,5437,0.52545,0.10188805173510414,97502,12261,0.52905,0.11633101408134469
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,43068,5437,0.53185,0.12757273731277596,43068,12261,0.54315,0.1730304154351303
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,57864,5437,0.5384,0.1539030631366282,22756,12261,0.54125,0.16537587994791958
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,50627,12261,0.53225,0.1291793386193899,29900,5437,0.54165,0.16698695198379165
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,42063,5437,0.52475,0.09908097733220407,42063,12261,0.5259,0.10369281068722609
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,55462,5437,0.531,0.12415925279565966,55462,12261,0.5321,0.12857684373015316
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,32305,12261,0.5264,0.10569829644131144,32305,5437,0.51555,0.062220065132939206
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,34975,5437,0.5184,0.0736332510434536,5521,12261,0.5303,0.12134869111013481
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,23523,12261,0.52795,0.11191667007399796,6603,5437,0.52645,0.10589885663065797
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,19481,5437,0.5415,0.16638277474452567,19481,12261,0.5396,0.15873244748587312
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,26346,12261,0.529,0.1161303378418818,26346,5437,0.53075,0.12315542511674749
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,2213,12261,0.52805,0.11231792842153007,2213,5437,0.53565,0.14284238448654965
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,3236,5437,0.5333,0.13339746465078667,22085,12261,0.5333,0.13339746465078667
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,1897,5437,0.5312,0.12496235989942123,24384,12261,0.5239,0.09567291021370117
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,76450,12261,0.51305,0.05221185790100988,76450,5437,0.5181,0.07243165017445555
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,5689,12261,0.52765,0.11071294890195568,5689,5437,0.5278,0.11131479941781137
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,11025,5437,0.5267,0.1069016895771412,11025,12261,0.52805,0.11231792842153007
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,11506,12261,0.5355,0.14223933163391023,60393,5437,0.53895,0.15611630524248743
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,45637,12261,0.5351,0.14063131662071995,92360,5437,0.52405,0.0962742929188722
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,3236,12261,0.5383,0.15350069605396838,3236,5437,0.5384,0.1539030631366282
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,61616,12261,0.5351,0.14063131662071995,61616,5437,0.52635,0.1054977383757903
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,26346,5437,0.5377,0.15108675282145242,26346,12261,0.53325,0.13319657492962805
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,32041,5437,0.52965,0.11873931262454457,87124,12261,0.52875,0.11512699159826739
cifar10_cnn,cnn_cifar,vsfi,False,2000,noiseless,76890,5437,0.52825,0.11312047224750651,79923,12261,0.5314,0.12576550725201782
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,59063,5437,0.5296,0.11853860803838112,59063,12261,0.5352,0.14103330327631733
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,21840,5437,0.53525,0.14123430086823877,21840,12261,0.5406,0.16275834358734925
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,32041,5437,0.51985,0.0794417533399975,32041,12261,0.5256,0.10248961948688495
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,49615,5437,0.5349,0.13982737730715333,34975,12261,0.52435,0.09747711062794813
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,19727,5437,0.535,0.1402293413086503,19727,12261,0.5364,0.14585803994192678
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,55884,12261,0.5303,0.12134869111013481,55884,5437,0.53525,0.14123430086823877
cifar10_cnn,cnn_cifar,fsfi,False,2000,noiseless,11025,5437,0.53425,0.13721488471755916,11025,12261,0.53445,0.13801867838541584
cifar10_cnn,cnn_cifar,vsvi,True,2000,noiseless,6200,5437,0.5368,0.14746665939868678,38678,12261,0.5344,0.13781772580520782
cifar10_cnn,cnn_cifar,fsvi,True,2000,noiseless,95436,5437,0.52885,0.11552832312129686,95436,12261,0.52035,0.08144499081991179
